제목,질문,답변,https://kin.naver.com/search/list.nhn?query=어느+병원+-동물+-성형+-강아지+-피부과+-개인회생+-인테리어+-진로+-커리큘럼+-자동차+-도서+-보험+-교통+-차+-간호학과+-학과&sort=date&period=2018.07.07.|2018.07.11.&section=kin&page=1
제가 정신적으로 아픈건가요?(정신건강),"제가 정신적으로 아픈건가요?안녕하세요..사실 병원에 가면 보다 더 정확하겠지만, 그래도 병원에 가는 건 역시 겁이 나서... 다른 분들의 의견을 좀 듣고 그 다음에 가고 싶어서요. 주변에 판단을 부탁하기엔 부담스럽고...반년 쯤 전부터 우울하고 무기력한 느낌이 반복적으로 있어왔습니다. 우울한 기분을 폭식으로 풀기도 여러 번. 하지만 다이어트를 해왔던 기억이 있어서, 적절한 때에 스스로를 조절해 살은 오히려 유지·2키로그램 정도가 빠진 상태입니다.(사실 2키로그램은 왔다갔다 하지요ㅎㅎ) 식욕과 음식에 대한 불안함? 이 과할 정도로 제 머릿속을 많이 차지하고... 지금도 그렇고.그러다 3월달부터 조금 호전되는 듯 싶었어요. 친구들이랑 술도 먹으러 다니고 사회생활도 하고있는 터라 괜찮은 것 같았어요. 하지만 전 몰랐는데, 이제와서 생각해보니 제가 외로워한 것도 같고... 같이 있어도 외로운 느낌이나, 하루 끝에 공허함? 같은 걸 좀 예민할 정도로 잘 느끼는 것 같아요.또 쉽게 상처를 잘 받아요. 남한텐 정말 사소한 말 한마디도 저는 그 말 듣고 죽고싶은 충동 느껴요. 무심코 식칼 같은 것에 시선이 가고 손에 쥐어보기도 하고... 그러다 결국은 겁이 나서 그만둡니다. 정말 사소한 잔소리나 말에도요 상처를 많이 받는 거 같아요.. 전 그럴때마다 제가 너무 미친거 같아서 그럴수록 더 슬퍼지고. 또 가끔 잘 때 속이 너무 답답해서 숨이 안쉬어져요. 가슴을 몇번 쳐보기도 하고 한숨도 계속 쉬고 해야 겨우 괜찮아져요.. 전에는 아 내가 우울증인가? 생각하다가도 저는 우울하면 안되는 사람이다, 내가 부족하게 자란게 뭐냐 싶어서 일부러 자기암시를 건 것 같아요. 가족들 다 힘든 거 옆에서 보이는데 난 거창하게 댈 이유도 없고 해서... 한참 심했을 땐 제 다이어리에 유서 비슷한 것도 써보고. 최근 많이 나아졌다 싶었는데, 갑자기 어느순간 눈물이 나거나 죽은 연예인들 영상·프로필을 찾아본다거나.. 그리고 또 그거 보고 울어요. 근데요, 밖에 나가서는 정말 정상인이거든요. 남들처럼 웃고 술도 마시고 그래요. 엄마 아빠랑도 현재는 사이 나름 괜찮고요. 주로 엄마 말에 상처를 많이 받긴 하지만요...(이 전엔 언니한테도 상처를 많이 받았어요) 감기처럼이라기도 뭐하지만 가끔씩 훅 하고 들어오는 것처럼 이런 우울감.충동. 그런게 와요... 약물치료가 필요한 상황일까요, 저? 그리고 많이 심각한 걸까요...?",허약자인   면역질환자 증상들인데      내분비과에서 체크해보도록   다이어트에  식습관이 엉망들이니   신체 정신 모두  병이 올수밖에
내가  정신병 이  있는거  같아요,회사에 입사한지 2틀  됏습니다   같은부서에  일하는  남자애 가 잇는데  눈이  크고 너무 이쁜거에요  얼굴도 동글동글한게 귀엽고  살이찌진  않은거 보니 그냥  둥근 얼굴형인거같아요  키도 저보다 작고 품속에 않아주면  쏙들어갈것같이 아담한 체형이죠   요즘  그남자 애를 보면  가슴이 뛰어요 참고로 전 게이가 아닙니다 원래는 여자한테 그런 호감을 느끼는데 입사하고 나서 이 남자애 한테 느끼기 시작햇어요 회사에 여자애들도잇어요 보면 귀여운 애들도 많고 근대 이녀석한테 마음이 꽂혓어요친해지고 싶은데 아직 어색해서 친해질수가 없네요 집에와서 잡이들면 자꾸 나쁜짓하는 하는 꿈을 꿔버려요 게이가 아닌 보통 이성애자 남자도 동성한테 이런걸 느낄수 잇나요아니면   혹시  변태 성욕  인건가요  확실히 좋아햇던  여자 때문에  가슴아퍼 본적은  잇어도   같은  동성한테 끌린건  이번이 처음 이거든요   아니면  내가 정신적으로  뭔가 이상이  생긴건가요 뭔가 정신병  같은게  생기면  이런증상을  보이는  그런게 잇나요정신병이라면  어떤  정신병  이고  어떻게 치료 받아야 하는지  알려주세요  장난 으로 답변 달지말아주시고  진실하게  답변 달아주세요,"누구나 어느정도는 동성에게 호감을 가질 수 있습니다.이성애자의 경우도 약간의 동성애 기질이 있을수 있구요간혹 성인이 되어서 동성애 성향을 확인하는 사람들도 있습니다.그리고 지금 잠시 그런 마음이 생긴 것인지그 애한테만 그런지 다른 동성에게도 끌리게 될진시간이 지나보면 자연히 알게 될꺼에요.또 이게 변태적인 성욕이나 정신병적 문제일지는본인 스스로도 판단할 수 있을꺼라 생각합니다.이성을 좋아하고 두근거렸던 마음과 비교해 보세요.동성애 성향이 있다고 잘못됐거나 문제는 아니지만너무 혼란스럽고 받아들이는 것 자체가 힘들다면병원이나 상담을 받아보면 도움이 되실꺼에요.그리고, 그 애와 친해지고 싶으면 너무 어색해 마시고같은 부서니까 얘기도 나눠보며 조금씩 친해지시면 되죠.내가 먼저 어색함을 풀고 편하게 대하려 하면상대방도 편하게 다가올꺼에요.또 막상 친해져 보면 별거 아닌 감정이 될지도 몰라요.그저 친해지고 싶은 사람이 생긴거라 생각해 보세요."
내가  정신병 이  있는거  같아요,회사에 입사한지 2틀  됏습니다   같은부서에  일하는  남자애 가 잇는데  눈이  크고 너무 이쁜거에요  얼굴도 동글동글한게 귀엽고  살이찌진  않은거 보니 그냥  둥근 얼굴형인거같아요  키도 저보다 작고 품속에 않아주면  쏙들어갈것같이 아담한 체형이죠   요즘  그남자 애를 보면  가슴이 뛰어요 참고로 전 게이가 아닙니다 원래는 여자한테 그런 호감을 느끼는데 입사하고 나서 이 남자애 한테 느끼기 시작햇어요 회사에 여자애들도잇어요 보면 귀여운 애들도 많고 근대 이녀석한테 마음이 꽂혓어요친해지고 싶은데 아직 어색해서 친해질수가 없네요 집에와서 잡이들면 자꾸 나쁜짓하는 하는 꿈을 꿔버려요 게이가 아닌 보통 이성애자 남자도 동성한테 이런걸 느낄수 잇나요아니면   혹시  변태 성욕  인건가요  확실히 좋아햇던  여자 때문에  가슴아퍼 본적은  잇어도   같은  동성한테 끌린건  이번이 처음 이거든요   아니면  내가 정신적으로  뭔가 이상이  생긴건가요 뭔가 정신병  같은게  생기면  이런증상을  보이는  그런게 잇나요정신병이라면  어떤  정신병  이고  어떻게 치료 받아야 하는지  알려주세요  장난 으로 답변 달지말아주시고  진실하게  답변 달아주세요,정신과를가보세요저도정신과다닙니다~~이답변밖에없네요~~
내가  정신병 이  있는거  같아요,회사에 입사한지 2틀  됏습니다   같은부서에  일하는  남자애 가 잇는데  눈이  크고 너무 이쁜거에요  얼굴도 동글동글한게 귀엽고  살이찌진  않은거 보니 그냥  둥근 얼굴형인거같아요  키도 저보다 작고 품속에 않아주면  쏙들어갈것같이 아담한 체형이죠   요즘  그남자 애를 보면  가슴이 뛰어요 참고로 전 게이가 아닙니다 원래는 여자한테 그런 호감을 느끼는데 입사하고 나서 이 남자애 한테 느끼기 시작햇어요 회사에 여자애들도잇어요 보면 귀여운 애들도 많고 근대 이녀석한테 마음이 꽂혓어요친해지고 싶은데 아직 어색해서 친해질수가 없네요 집에와서 잡이들면 자꾸 나쁜짓하는 하는 꿈을 꿔버려요 게이가 아닌 보통 이성애자 남자도 동성한테 이런걸 느낄수 잇나요아니면   혹시  변태 성욕  인건가요  확실히 좋아햇던  여자 때문에  가슴아퍼 본적은  잇어도   같은  동성한테 끌린건  이번이 처음 이거든요   아니면  내가 정신적으로  뭔가 이상이  생긴건가요 뭔가 정신병  같은게  생기면  이런증상을  보이는  그런게 잇나요정신병이라면  어떤  정신병  이고  어떻게 치료 받아야 하는지  알려주세요  장난 으로 답변 달지말아주시고  진실하게  답변 달아주세요,양성애자라고 하죠이런 경우 변태라기 보다 이상성애자라고 분류할 수 있습니다. 실제 성관계까지 가지 않았으니 아직 모르는 거고요정신병까지 아니더라도 스스로 도덕적으로 불편감을 느끼면서 계속 남자를 보고 흥분하는 상태가 계속 됨을 어찌 할 수 없다면 양가감정에 우울증이나 분열성 성격장애로 발전할 수 있습니다. 정신과 상담을 받아보세요 이런 나의 성적 취향을 인정할 지인지행동 치료를 통해 고쳐 나갈지 전문의와 정식으로 상의해보세요
두피가 한쪽이 따갑고 그 쪽의 귓 속이 아파요.두피에 아무것도 난 것도 없고 붉어지지도 않았어요. 귀는 두피가 아플때만 같이 통증이 느껴져요. 도대체 어느 병원에 가야할까요.?,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",일단 지루두피염치료하시는게 좋을것같네여
두피가 한쪽이 따갑고 그 쪽의 귓 속이 아파요.두피에 아무것도 난 것도 없고 붉어지지도 않았어요. 귀는 두피가 아플때만 같이 통증이 느껴져요. 도대체 어느 병원에 가야할까요.?,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",이비인후과를 가보시는 것이 좋을 것 같아요. 아마 귀에 염증이 생기신 것 같습니다.
비뇨기과 방광염,저희 어머니가 소변이 잔뇨감 이 있으시고 그래서 비뇨기과 에서 약 을 타다 드셨는데약 이 다 떨어지셔서 어느 정도 괜찮아 지신것 같이 생각 하셔서 추가 로 병원을 안가셨습니다근데 일요일 까지는 약 남은거 다 드시고 월요일 날 원래 병원 가셔야 하는데 다 낫겠지 라고 생각하시고어제 월요일날 비 도 와서 병원 안가셨는데 오늘 잔뇨감 이 있으셔서 비뇨기과 병원에 가셔서 항생제 주사 를 맞고 오셨는데 소변을 집에서 보셨는데 피가 조금 심 하게 나오시더니 2번째 소변을 봤는데 더 심하게 피가 나오신다고 하셨습니다그럴수 있나요??방광염 심 해지면 그런건가요??저희 어머니 신장 이 안좋으신데 한쪽은 25% 시고 한쪽은 좋으십니다신장 안좋은쪽에 2~3년전에 요로결석 있으셔서 개복수술 하셨구요 다른 한쪽은 약간 요로결석 있으신데약간 돌이 있으신데 병원에서 꺼낼 정도 의 크기는 아니라고 하셨습니다저희 어머니 의 뭐가 문제 인지 모르겠습니다3개월 전에 세균 감염 의 의한 방광염 이라 닝겔 주사 계속 맞으셨는데 계속 방광염이 재발 하는 이유는 뭔가요??,"안녕하세요. 하이닥-네이버 지식iN 상담의 유석선 입니다.방광염이 심한 경우에도 혈뇨가 보일 수는 있습니다. 다만 방광염, 결석, 암 등 모든 가능성이 있어 보입니다.연령이 있으시다면 가까운 비뇨의학과 내원하여 자세한 검사를 받아보시는 것이 정확한 진단을 위해 가장 좋을 것으로 사료됩니다. 답변이 도움이 되셨으면 좋겠습니다.감사합니다."
임플라논제거를 6월 15일날 했구요 관계는 15 일 23일 25일 했습니다7월 3일날은 피임질정제로 피임했구요 7월 4일날은 피임을 하지 않았습니다 아직 생리도 안나오고 아랫배에 약간의 통증이 있습니다임신 일까요? 가능성이 있다면 몇일날 관계한게 임신된걸까요생리는 언제쯤 나올까요?,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","안녕하세요. 하이닥-네이버 지식iN 상담의 권소영 입니다. 임플라논 제거 후 가임력은 바로 회복됩니다.따라서, 성관계시 피임이 반드시 필요합니다.살정제는 피임성공율 면에서는 매우 낮은 방법입니다.마지막 성관계 후 2주일이 경과하면 소변으로 임신확인할 수 있습니다.딱 2주일이 경과된 날에는 호르몬 함량이 높은 아침 첫 소변으로 검사하는 것이 좋습니다하지만, 그 이후에는 하루 중 어느 때 검사해도 무방합니다.임신확인을 빨리 하고 싶은 경우 또는 보다 더 정확하게 하고 싶은 경우 병원에 나오시면 임신피검사, 임신혈액검사로마지막 성관계 후 10일 뒤면 확인할 수 있습니다.검사 결과는 20분 정도면 확인 가능합니다.  도움이 되는 답변이 되었으면 좋겠습니다. 감사합니다. 답변을 참고하시기 전에 1. 온라인 상에서의 답변은 제한적인 정보에 따른 견해로 법적인 책임이 없는 참고 정보로만 고려해주세요.2. 정확한 의학적 검진과 판단은 가까운 산부인과에 방문하셔서 전문의에게 들으시기 바랍니다.3. 여성암2위 사망률 자궁경부암은 예방백신접종으로 예방이 가능합니다."
골다공증이 있다고 해서 1년넘게 골다공증주사도 맞으시고 몇일전엔 퇴행성관절염이 있다는 소견도 받았거든요.. 이런 경우 가포 공기압다리마사지기 해도될까요?엄마 말로는 골다공증 주사 맞은날 바로 물리치료실에서 공기압다리마사지기로 물리치료받았다고 하더라구요..제가 알기론 골다공증환자는 공기압다리마사지기 안좋다던데.. 정형외과에서 그렇게 골다공증 주사맞고 바로 공기압다리마사지기로 물리치료했다는게 이해가 안가서 지식인에 문의드려요.,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",안녕하십니까?지식iN 사룰입니다☜골다공증이 있다고 해서 1년넘게 골다공증주사도 맞으시고 몇일전엔 퇴행성관절염이 있다는 소견도 받았거든요..어느 과의 진단인지 모르나 정형외과 진단이라면 멋대로일 수 있습니다.이런 경우 가포 공기압다리마사지기 해도될까요?아닙니다.매우 해롭습니다.엄마 말로는 골다공증 주사 맞은날 바로 물리치료실에서 공기압다리마사지기로 물리치료받았다고 하더라구요..제가 알기론 골다공증환자는 공기압다리마사지기 안좋다던데.. 정형외과에서 그렇게 골다공증 주사맞고 바로 공기압다리마사지기로 물리치료했다는게 이해가 안가서 지식인에 문의드려요.심한 증상이면 부러질 수도 있네요.물을 줘야 갈증이 풀릴 것에 소금물을 주는 놈들이 그놈들일 수 있습니다.그 병원은 인연을 끊고.종합병원급 이상의 영상의학과 진단을 받으시고.그곳의 처방과 식이요법을 병행하는 게 좋겠습니다.안녕히 계십시오☜
골다공증이 있다고 해서 1년넘게 골다공증주사도 맞으시고 몇일전엔 퇴행성관절염이 있다는 소견도 받았거든요.. 이런 경우 가포 공기압다리마사지기 해도될까요?엄마 말로는 골다공증 주사 맞은날 바로 물리치료실에서 공기압다리마사지기로 물리치료받았다고 하더라구요..제가 알기론 골다공증환자는 공기압다리마사지기 안좋다던데.. 정형외과에서 그렇게 골다공증 주사맞고 바로 공기압다리마사지기로 물리치료했다는게 이해가 안가서 지식인에 문의드려요.,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",혈액의 순환과 정체에 대해서 공부하세요. 골다공증이심한것은 혈액의 정체가 심각한것이지요.정체된 혈액을 순환시켜줘야 골밀도가 높아지는것입니다.그러나 그것도 나이가 너무 많다면 크게 효과없지요.
입벌릴때 아랫입술이 자꾸만 왼쪽으로 뒤틀립니다..;윗입술은 가만히있는데 아랫입술만 왼쪽으로 쏠리네요..이거 무슨 문제있어서 그런건가요?? 만약 그러면 어느 병원으로 가야할까요???아 그리고 제가 웃을때도 왼쪽 입꼬리만 더 올라가는데 설마 이거 안면비대칭인 건가요?ㅠㅠ내공 100걸어요,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",돈안들이고 건강을유지하는방법을 연구하는사람입니다님의왼손 가운데손가락의손톱 바깥쪽 살같을 반데편손의 검지손톱의로꾹꾹 눌러보세요세밀하게 눌러보면 칼로 찣는듯한 통증을 느끼는자리가 있을겁니다그 자리를 같은방법의로 사정없이 눌러주세요 그 자리가 궅은살이박힐때까지느껴지는통증이 아주대단합니다 하지만 참의면서 눌러주시면걱정하시는증상은 서서히 좋아질겁니다 아주많은시간이 필요합니다
입벌릴때 아랫입술이 자꾸만 왼쪽으로 뒤틀립니다..;윗입술은 가만히있는데 아랫입술만 왼쪽으로 쏠리네요..이거 무슨 문제있어서 그런건가요?? 만약 그러면 어느 병원으로 가야할까요???아 그리고 제가 웃을때도 왼쪽 입꼬리만 더 올라가는데 설마 이거 안면비대칭인 건가요?ㅠㅠ내공 100걸어요,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",사암침 침 시술하는 한의사를 방문 치료를 받으세요
입벌릴때 아랫입술이 자꾸만 왼쪽으로 뒤틀립니다..;윗입술은 가만히있는데 아랫입술만 왼쪽으로 쏠리네요..이거 무슨 문제있어서 그런건가요?? 만약 그러면 어느 병원으로 가야할까요???아 그리고 제가 웃을때도 왼쪽 입꼬리만 더 올라가는데 설마 이거 안면비대칭인 건가요?ㅠㅠ내공 100걸어요,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...",무의식적으로 그렇게 하시다니 계속 그렇게 하시는것같은데 고쳐보려고 움직여보세요 안면근육들을
입벌릴때 아랫입술이 자꾸만 왼쪽으로 뒤틀립니다..;윗입술은 가만히있는데 아랫입술만 왼쪽으로 쏠리네요..이거 무슨 문제있어서 그런건가요?? 만약 그러면 어느 병원으로 가야할까요???아 그리고 제가 웃을때도 왼쪽 입꼬리만 더 올라가는데 설마 이거 안면비대칭인 건가요?ㅠㅠ내공 100걸어요,"... 울화병이 있을 땐 어느 병원을 가야하나요? 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김하나입니다. 현재 울화가 치밀고 화병이 일어나는데 어느 병원을 가서 진료를...","​■ 코로나 요양시설 실태 뉴스                    ​                    ​코로나19 집단감염 우려가 가장 큰 곳 중에 하나, 바로 노인요양시설공익적 목적의 비밀 취재 결과, 상당수 요양병원이 항정신병제를 폭넓게 쓰고 있는 것으로 확인됐습니다.  약으로 잠을 유도하는 이른바 '화학적 구속'이 의심 되는 정황들도 포착됐는데요. 요양원 코로나 상황을 보고 충격을 느낀 분들이 많습니다. 물론 전부는 아니지만 상당수의 요양병원에서 영양제를 주사하고 신경안정제를 주사하고 있다고 합니다.                    ​​해외는 약물 과다를 방지하기 위한 시스템이 있다는데 국내도 도입을 해야 할 것 같고 일본에게 환자를 묶거나 안정제를 쓰지 않는 존엄케어를 하고 있는 것도 배울 점이 많습니다.                    ​                    ​​■ 뇌졸중, 치매, 파킨슨, 척수마비 환자 병원비 부담 필수정보​​긴병에 효자없다는 말은 괜히 있는 말이 아닙니다. 뇌졸중, 치매, 파킨슨, 척수마비 등에 해당된다면 아래 글을 반드시 참고하셔야 합니다.​병원 생활이 길어지면서 보호자가 할 수 없어 간병인을 쓴다고 해도 부담은 끝나지 않습니다. 간병비는 상황에 따라 다르지만 월 300만원이 넘는 경우도 있습니다. 이러한 큰 비용을 매달 감당하기란 쉽지 않습니다.​힘들어하는 가족들을 보면서 환자의 몸은 회복되겠지만, “괜히 내가 아파서”라는 죄책감으로 마음은 편치 않습니다. 환자도 힘들고, 보호자들도 힘든 상황이 오게 됩니다.​복주회복병원은 모든 병상에 간호간병통합서비스 혜택을 100% 제공하여 간병비를 지원합니다. 그로 인해 더 이상은 환자분들이 눈치를 보지 않아도 되고, 보호자도 간병에 대한 부담을 가지지 않고 일상생활을 하실 수 있습니다경북권역 재활병원인 이곳에서는 2~4인 병실료와 입원료, 간병비 등 모든 부분에 건강보험의 적용을 받을 수 있습니다. 그리하여 한 달에 50만원 이하로 프리미엄 입원 치료가 가능합니다​■ 간호간병통합서비스 적용​간호간병통합서비스는 보호자 없는 병동으로 24시간 간호전문인력인 간호사, 간호조무사, 간병지원인력으로 구성된 간호팀이 간호와 간병을 전담하여 전문적인 서비스를 제공하는 것입니다. 그로 인해 간병에 대한 부담은 줄어들며, 입원치료의 질은 올라가게 됩니다.복주회복병원의 간호간병통합서비스의 최대 강점은 전문적인 인력으로 구성된 간호팀이 24시간 제공을 하는 서비스임에도 불구하고 간병인을 고용했을 때 드는 평균 비용의 1/4 정도밖에 발생하지 않습니다.​국민건강보험 환자, 의료급여 환자라면 모두 가능한 서비스이며 중증도나 질병의 종류 등은 관련이 없습니다.​​이러한 간호간병통합서비스가 이루어질 때에는 보호자의 방문 시간이 정해져 있습니다. 경북재활병원인 이곳의 병문안 시간인 평일 18~20시/ 주말 및 공휴일 10~12시, 18 ~ 20시에만 방문이 가능합니다. 코로나시대에 이 시스템 덕분에 환자의 안전이 보장될 수 있습니다.간호간병통합서비스가 모든 병원의 모든 병상에서 이루어지는 것은 아닙니다. 그렇기에 다른 병원 같은 경우에는 이 서비스를 받기 위해 TO가 생길 때까지 대기를 해야 하기도 합니다. 그러나 이곳 안동복주회복병원에서는 100% 전병상에 간호간병통합서비스를 제공하고 있기에 대기 없이 가능합니다.​■ 본인부담상한제 적용본인부담상한제란 과다한 의료비로 인한 재정적 부담을 줄여주기 위한 제도로 1년 본인부담금 최대 582만원을 초과하여 납부시 초과하는 금액을 돌려주는 제도입니다.입원비를 포함한 간병비, 2~4인 병실료 등 모든 부분을 건강보험을 적용 받아, 1년동안의 비용에서 582만원을 초과하는 비용은 국가에서 부담해주기에 월 50만원 이하의 비용으로 치료가 가능합니다. 1년에 최대 582만원을 부담하면 되기에 1년을 12개월로 나누면 월50만원 이하가 가능합니다.​                    ​                    ​                    ​                    ​​간병비와 치료비, 병실료로 최소 월 300~400만원 이상씩 나가던 비용을 월50만원 이하로 줄일 수 있는 시스템과 제도가 있지만 이를 모르는 분들이 많아서 해택을 누리지 못하고 있습니다. ​뇌졸중, 치매, 파킨슨, 척수마비 등에 해당된다면 검색창에 ""복주회복병원"" 검색하셔서 자세한 내용을 확인해보세요.​​"
