담당자,부위,증상,질환명,진료과,TAG
양수빈,다리와 발,"발가락 사이가 하얗게 짓무르고, 피부가 갈라지고, 각질이 벗겨지는 증상.발 구조상 통기가 잘 안되는 4, 5번째 발가락 사이와 3, 4번째 발가락 사이에서 많이 발생. 발 백선이 생기면 그 부위가 가렵고 발 냄새가 심해짐. 양발의 발가락과 발바닥까지 증상이 번질 수 있음. 발바닥과 발 옆 부분에는 노란 장액이 차 있는 물집이 생기기도 함. 발 전체에 하얀 각질이 두껍게 생겨 가루처럼 떨어지는 것도 발 백선의 증상 중 하나","발 백선(무좀, 족부 백선)",피부과,"발 가려움,  발 각질,  발 수포,  발 짓무름,  피부사상균 무좀,  발톱무좀"
양수빈,다리와 발,"주로 6세 이하 영유아에게서 잘 발생. 증상은 3~7일의 잠복기가 지난 후 나타남. 전염력이 강함. 복기에도 전염성이 있어서 수족구병이 쉽게 퍼짐.  처음에는 열이 나고 컨디션이 떨어지기 때문에 감기처럼 보이지만 입안, 혀, 입술에 궤양이 생김. 손과 발에도 물집이 생김. 입안에 생긴 궤양으로 통증이 심하면 아이가 음식을 잘 안 먹으려할 수 있음. 열이 심하면 경련을 하기도함. 대게 7~10일 이내에 저절로 좋아지지만 드물게 뇌척수막염, 뇌염, 심근염과 같은 합병증이 나타날 수 있다.",수족구병 ,"소아청소년과, 소아감염면역과","손 물집,  발 물집,  입 물집,  고열,  식욕부진,  콕사키바이러스,  엔테로바이러스, 엔테로바이러스소수포구내염,  소수포구내염,  포진성 구협염,  헤르판지나"
양수빈,다리와 발,"척추관이 여러 원인으로 좁아져 신경을 압박하고 다리가 저리는 증상이 나타나는 질환. 요통의 원인 중 디스크 다음으로 많은 비중을 차지. 다리 전체가 터질 것같이 아프거나 저려서 잠시 앉아서 쉬어야 하고, 걸으면 다시 같은 증상이 나타나 가다 쉬기를 반복해야 하는데, 이를 의학용어로는 ‘신경성 간헐적 파행’이라 한다. 착증이 심해지면 걸을 수 있는 시간이 점점 짧아지며 나중에는 서기만 해도 아파서 주저앉게 될 정도로 고통이 커진다. 어떤 환자는 다리의 감각 마비를 호소하고, 다리에 힘이 풀려 주저앉게 된다고도 한다. 반면 앉아서 쉬거나 누우면 허리가 앞으로 휘면서 신경 구멍이 살짝 넓어지기 때문에 통증이 완화되거나 없어진다.",척추관협착증,"신경외과, 정형외과, 척추류마티스통증센터, 마취통증의학과, 재활의학과, 척추신경외과, 척추재활의학과, 척추정형외과","다리 통증,  다리 저림,  마비,  파행성 보행, 추간판장애,  척추전방전위증,  척추분리증,  엉치 통증, 척추관협착증, claudication, 최소침습수술,   요추후궁절제술,   척추유합술, 내시경적 디스크절제술"
양수빈,다리와 발,"좌측 장골정맥이 우측 장골동맥에 눌려 왼쪽 다리의 혈액이 심장으로 올라가지 못하는 현상을 장골정맥 압박 증후군이라 부른다. 눌림이 오래될수록 혈액이 고여 핏덩이(혈전)가 생기며, 심부정맥 혈전증으로 발전할 수 있다. 혈관이 눌리면 왼쪽 다리가 점점 붓고 통증이 발생. 왼쪽 다리에 열감이 있으면서 피부색이 갈색으로 변한다. 정맥이 손상을 입어 혈전 증후군이 발생하며 피부궤양과 함께 피부가 가죽처럼 두꺼워진다. 하지정맥류로 정맥이 늘어나 돌출되기도 한다. 갑자기 숨이 차거나 가슴이 아플 수 있다. 흔히 심부정맥 혈전증이 함께 나타난다. 핏덩이가 폐혈관을 막는 폐색전증은 생명이 위협받는 초응급 합병증이다. 유독 왼쪽 다리만 붓고 아프다.",장골정맥 압박 증후군,"혈관센터, 흉부외과, 대동맥혈관센터","왼쪽 다리 부종,  왼쪽 다리 통증,  피부 궤양,  하지정맥류, 심부정맥혈전증,  혈전,  혈전용해술,  스텐트,  IVC"
유재현,목,"부갑상선항진증은 대부분 증상 없이 혈중 칼슘 농도가 높아 우연히 발견되거나 반복적인 요로결석, 심한 골다공증이 있는 경우 추가 검사를 통해 발견됩니다. 혈중 칼슘 농도가 높아지면(고칼슘혈증) 이로 인해 오심, 구토, 식욕 부진, 변비 등의 소화기 증상이나 무력감, 피로 등의 증상이 발생할 수 있습니다. 부갑상선항진증이 장기간 지속되면 소변 내 칼슘 농도가 올라가서 신결석, 요로결석이 발생할 수 있으며, 골 소실이 증가하여 골다공증이 발생하기도 합니다",부갑상선항진증[Hyperparathyroidism],내분비내과,"부갑상샘,  부갑상선,  고칼슘혈증,  골다공증,  요로결석,  신장결석, 부갑상선 선종, hypercalcemia"
유재현,목,"- 성문암: 성문암의 주 증상은 쉰 목소리입니다. 흡연하는 사람이 2주 이상 쉰 목소리가 난다면 병원을 찾아서 후두 내시경 검사를 받는 것이 좋습니다. 성문암이 진행되면 성대가 마비되는 경우도 있는데, 이 경우에는 쉰 목소리와 함께 사레가 들리기도 합니다. - 성문상암: 성문상암은 암이 어느 정도 자라고 나서야 병원을 찾는 경우가 많습니다. 음식물을 삼키기 어렵거나 암이 림프절로 전이되어서 목에 덩어리가 만져집니다. 이 외에도 호흡곤란이나 기침, 객혈이 보이기도 하고 기도가 좁아지면서 숨을 쉴 때 쌕쌕거리는 소리가 나기도 합니다.",후두암[Laryngeal cancer],"이비인후과, 두경부암센터, 방사선종양학과","쉰 목소리,  목 통증,  삼킴곤란,  연하곤란, 인후두암,  성문상암,  성문암"
유재현,목,"식도암은 초기에는 특이 증상이 없지만, 음식이 지나가는 통로이기 때문에 암이 진행되면 주로 음식을 삼키기 어렵고 통증이 나타납니다. 식도의 벽은 쉽게 늘어나는 성질이 있어 암이 발생하더라도 협착에 의한 증상이 늦게 나타나고, 이미 암이 진행된 후 진단되는 경우가 많습니다.
식도암이 진행하면 고기나 깍두기 같은 고형음식은 물론이고 나중에는 죽이나 미음, 물을 삼키는 것조차 어려워지게 됩니다. 식사가 불편해지면서 식사량이 줄고, 심한 체중감소와 영양실조가 동반됩니다. 식도암이 식도의 내강을 거의 막아서 음식물이 아래로 내려가지 못하면, 식사 후에 먹었던 음식물이 다시 역류하는 증상이 나타날 수 있으며, 자칫하면 입속의 음식물이 기도로 들어가 기침이나 흡인성 폐렴 등이 동반될 수 있습니다.
식도암이 진행됨에 따라 식도 내강을 좁히는 것 외에도 식도 주변의 장기에 암이 침윤해 여러 증상이 나타날 수 있습니다. 식도암이 성대를 지배하는 되돌이후두신경을 침범하면 성대마비가 생겨 목이 쉬고 음식물의 흡인이 자주 일어납니다. 식도 바로 뒤의 척추를 침범하면 등 쪽에 통증이 올 수 있고, 기관을 침범하면 기침, 객혈 등의 증상이 생깁니다.",식도암[Esophageal cancer],"흉부외과, 식도암센터, 소화기내과","삼킴곤란,  연하곤란,  체중감소,  목 이물감, 식도암종,  식도의 악성 신생물,  바렛식도,  위-식도역류병,  위식도역류, 식도암,  esophageal cancer,  편평세포암종, 샘암종, 식도절제술, ESD, 흡연, 위-식도연결부위암"
유재현,목,"목부터 어깨까지 통증이 있으면서 관절을 움직이기 힘들고, 가슴과 팔을 따라 방사통이 나타나며, 손의 감각이 무뎌지면서 힘이 빠지는 등의 증상을 보입니다. 제4-5번 경추 사이 디스크가 손상되면 삼각근에, 제5-6번 경추 사이는 이두박근, 제6-7번 경추 사이는 요골근, 제7번 경추-제1번 흉추 사이는 삼두박근에 마비가 발생합니다. 디스크 수핵이나 골극, 골증식체가 척수를 부분적으로 압박하는 경우에는 목을 뒤로 젖힐 때 통증이 심해지고 어깨와 골반이 동시에 아프면서 다리에 힘이 빠지는 증상이 동반되기도 합니다. 또 경추 횡돌기 사이를 지나는 추골동맥이 압박될 경우에는 드물게 뇌 혈액순환 장애가 생겨 눈 뒤쪽이 아프면서 시야가 흐려지고, 귀에서 잡음이 들릴 수도 있습니다.
한편 목디스크는 일단 발병하면 척수를 압박해 척수병증을 일으킬 수 있기 때문에 허리디스크보다 위험한 경우가 대부분입니다. 척수병증은 척수를 따라 바로 마미신경에 영향을 끼치기 때문에 척수의 압박 강도가 심하면 대소변 장애와 감각 이상, 하지마비 등을 유발하는 마미총증후군의 원인이 될 수 있습니다. 뿐만 아니라 목디스크는 발병 위치보다 높이 있는 척수에서도 척수병증을 일으켜 턱의 마비를 초래하는 등 상위 신경원 마비 증상을 일으키기도 합니다.

",경추간판탈출증(목디스크)[Cervical disc herniation],"신경외과, 정형외과, 척추류마티스통증센터","목 통증,  어깨 통증,  팔저림,  감각 이상,  배뇨장애,  마비, 거북목 증후군,  추간판장애, 후종인대골화증"
유재현,목,"경추 염좌와 요추 염좌의 가장 대표적인 증상은 통증이에요. 통증 때문에 목이나 허리를 구부리기가 어려워져요. 근육이 뻣뻣하게 긴장하면서 통증이 더 심해지기도 해요. 경추 염좌가 생기면 목의 통증이 어깨와 등까지 이어지기도 하고, 어지럼증이나 이명을 호소하기도 해요. 염좌가 생긴 부위가 붓거나 멍이 들기도 해요. 염좌가 반복되면 만성으로 진행하게 되는데, 만성 염좌가 되면 통증의 강도는 약할 수 있지만, 증상이 자주 일어나고, 장기간 이어져요. ",경추/요추의 염좌[Sprain and strain of cervical/lumbar spine],"신경외과, 정형외과, 척추류마티스통증센터","목 통증,  허리 통증,  멍, 부종,  허리 삐끗,  목 삐끗, 경추간판장애,  추간판장애,  목 디스크,  허리 디스크"
유재현,목,"인대가 단단하고 두꺼워지는 과정은 천천히 진행하는데, 이렇게 천천히 진행하는 바람에 증상을 잘 느끼지 못하기도 하고, 신경이 심하게 압박되어도 목이나 어깨가 뻐근한 정도의 통증이나 손 저림 이외에는 증상을 느끼지 못하는 사람도 있어요. 두꺼워진 인대가 신경을 누르면 점점 증상이 나타나면서 팔이나 다리가 저리거나 감각이 떨어지고 힘이 빠져요. 단추를 채우거나 젓가락질을 하는 것처럼 손을 움직이기가 힘들고, 걷기가 어려워지기도 해요. 소변과 대변을 조절하는 능력이 떨어지거나, 성 기능에 장애가 올 때도 있어요. 거의 증상이 없다가도 가벼운 충격 후에 갑자기 증상이 악화하면서 마비가 오기도 해요.",후종인대골화증 [Ossification of the Posterior Longitudinal Ligament(OPLL)],"신경외과, 정형외과, 재활의학과","배뇨장애,  저린감,  뻐근함,  감각 떨어짐,  힘빠짐,  성기능 저하, 당뇨병,  강직척추염,  추간판장애,  경추간판장애,  경추 추간판 탈출증,  거북목증후군"
유재현,목,경동맥협착증은 혈관이 좁아진 정도에 따라 증상이 뚜렷하게 나타나지 않을 수도 있어요. 하지만 일과성 허혈 발작이나 뇌졸중이 생기고 나서야 알아차리는 경우가 많으므로 미리 대비하기가 어려워요. 그래서 위험 인자가 있거나 심뇌혈관 질환의 가족력이 있다면 의사와 상의 후 주기적으로 진료와 검사를 받는 것이 중요해요. ,경동맥 협착증 [Occlusion and stenosis of carotid artery],"신경과, 신경외과","노화,  고혈압,  흡연,  비만, 일과성허혈발작,  뇌졸중,  뇌경색,  스텐트,  뇌동맥류,  죽상경화증"
유재현,목,"급성 편도염은 주로 감기 같은 상기도 감염 뒤에 잘 생겨요. 면역력이 약해졌을 때나 환절기에 많이 보여요. 편도에 감염이 생기면 열이 심하게 나면서 오한이 생겨요. 추워하면서 덜덜 떨기도 해요. 목 안쪽이 부으면서 음식을 삼키기도 어려워져요. 귀와 머리까지 아파요. 의사가 편도를 확인하면 편도가 빨갛게 부으면서 흰색 삼출물이 끼어 있는 것을 볼 수 있어요. 편도 주변 점막도 헐어서 벗겨지고 피가 나기도 하고, 편도 안쪽에 고름이 차기도 해요.

급성 편도염이 만성화되기도 해요. 계속 목에 무언가 걸려있는 것 같은 느낌에 불편해지고, 구취가 나요. 편도염이 자주 재발하면 재발할 때마다 고열과 통증 때문에 고통스럽고, 감염이 반복되면서 커진 편도 때문에 코가 막혀서 숨을 쉬기 어렵거나 수면무호흡증이 생기기도 해요. 드물지만 급성 편도염 이후에 합병증으로 류머티스열이나 사구체신염이 생기기도 해요. ",급성 편도염 [Acute tonsillitis],"이비인후과, 소아청소년과","발열,  오한,  삼킴곤란,  연하곤란,  두통,  목에 걸린 느낌, 인후염,  편도결석,  후두염,  면역력 저하,  상기도 감염,  편도절제술,  PITA,  피타수술"
유재현,목,"외상 후 스트레스장애의 특징적인 증상은 목숨을 잃거나 심한 부상의 우려가 있는 사건이나 성폭행과 같은 외상 사건을 경험한 이후에 1) 사고 후 침습 증상에 의해 반복되는 재경험, 2) 사고와 관련된 자극의 회피, 3) 사고와 관련된 인지나 기분의 부정적인 변화, 4) 과다 각성과 교감신경 항진 증상 등이 나타나는 것입니다. 외상이 지금 당장 일어나고 있는 것처럼 느끼고 행동하기도 하며, 고통스러운 기억을 반복해서 떠올리게 되거나 꿈을 꾸고, 외상과 관련된 자극에 노출된 후 심리적 혹은 생리적으로 스트레스 반응을 겪을 수 있습니다. 외상과 관련된 행위나 생각을 피하고자 노력하고, 무쾌감증이나 정동의 둔마를 겪기도 하며, 사고 관련 기억을 떠올리는 능력이 저하되기도 합니다. 또한 미래가 단축된 느낌이나 비현실감, 현실에 대해 무심한 느낌이 들기도 하며, 불면이나 과다 각성을 겪고, 작은 자극에도 과도하게 놀라거나 분노를 표출하기도 합니다.",외상 후 스트레스장애 [Post-traumatic stress disorder(PTSD)],정신건강의학과,"학대,  전쟁,  범죄,  자연재해,  외상, 알코올 중독,  알코올 의존,  약물 의존,  약물 남용,  우울증,  우울장애,  불안장애"
